calibration_id,model,item_id,candidate_hash,q_ensemble,human1_score,human2_score,human3_score,human_mean
CAL-168,gemini_2_5_flash,video_0113,913551094d9a057cb43a4d13daea3c027342f602d7aef5f090326ea85d600807,83.33333333333333,75,75,100,83.33333333333333
CAL-169,qwen3_omni,video_0036,7a041d68c82f23cf94959387cf3dad96aaf80b292ce7bafc4cb5ac9da8fd1bc0,100.0,50,50,25,41.666666666666664
CAL-170,vita_1_5,video_0063,f4b5a11e72319ae7cd8c7b4f6447dc0118745caed623b4fdf11e2dcf1cef3950,8.333333333333334,0,25,0,8.333333333333334
CAL-171,qwen3_omni_thinking,video_0155,95d44146da3ffd58a8800b161cda17f56efee3d2e3c7f6e20f98eec56e204583,58.333333333333336,50,25,50,41.666666666666664
CAL-172,gemini_3_flash_preview,video_0113,e32d0e54cf0daafaf00e9d2585120e42ff3efba6a3bc6a9f268de253b3bbf5db,100.0,100,100,100,100.0
CAL-173,vita_1_5,video_0011,b0cdbbead2f0f791b4a5ae377b38fb85dfeb4a1ef1c1ce53b1024cead4e4f0a0,58.333333333333336,0,0,25,8.333333333333334
CAL-174,gemini_2_5_pro,video_0138,348c9e17480d34574fbb9095fd34aee144028d31f1409a8842034de66686973f,33.333333333333336,50,25,50,41.666666666666664
CAL-175,gemini_3_flash_preview,video_0117,d3a2451da8276d768682750fe20ba8ec60587425978649deec79e001fd4d61ff,50.0,25,50,25,33.333333333333336
CAL-176,qwen3_omni_thinking,video_0090,bec32fcc45eaae4cc5e6e07feaa2b0b59cce12cd23e5b3a314448d764eb97c21,91.66666666666667,75,100,75,83.33333333333333
CAL-177,gemini_2_5_pro,video_0075,9ea252299012df9c554662daa42fa2c367bdddcc0391618376529d48bf30c098,0.0,0,0,0,0.0
CAL-178,gemini_2_5_flash,video_0016,2cdc89c4c983433e3dbc88c276d0bfbe498bce01daf66589351872a941096106,0.0,25,0,25,16.666666666666668
CAL-179,qwen3_omni,video_0031,8593ff45feea475c85995b9e439a3c6973d4a7979282dae1598578930433964c,25.0,75,100,75,83.33333333333333
CAL-180,vita_1_5,video_0015,de9d8e5cb3e9cef89b515a98cdadc9b6a9889e935c183f43bc9eede3d91f742d,33.333333333333336,0,0,25,8.333333333333334
CAL-181,gemini_3_flash_preview,video_0077,15f8e0219ab25a933df4886d41dbf1b740b6ecff0b91ee02276c6ab2b8355710,66.66666666666667,50,50,25,41.666666666666664
CAL-182,gemini_2_5_pro,video_0034,95ef400b7153d19732b985c3ed18f18bd8e805928a58e18defb384743f1c9706,8.333333333333334,0,0,25,8.333333333333334
CAL-183,vita_1_5,video_0168,5cbc74be128e27450b1636510a12c5b47cc5cc4f8e98b0bf30dd587aa0f7b8d9,25.0,25,0,25,16.666666666666668
CAL-184,vita_1_5,video_0040,2cebccedacf744997767fd5770f07cf27ca278aca1cb5eb1285dac7be59f344c,16.666666666666668,0,0,25,8.333333333333334
CAL-185,gemini_2_5_flash,video_0116,db9329f5a109a6a1b467b6f36c96e27c9e21578a683a09753b4b2ffe9ce1845f,25.0,25,25,25,25.0
CAL-186,vita_1_5,video_0148,aaec96902b3185b35ea38f212e2459acaf6d5c7ba2c62cd0a3e1c6a7d6a34a39,25.0,0,0,0,0.0
CAL-187,gemini_3_pro_preview,video_0003,119ac5d4b3822ac260ea8af03104280bc7fb8127969839acb1507b1b1e7e748a,75.0,75,75,75,75.0
CAL-188,gemini_3_pro_preview,video_0177,88b00c9820bb5345855ce4d9568d1a0482dcbe1132981f9f28a49b8275efac8f,0.0,0,25,25,16.666666666666668
CAL-189,omnivinci,video_0121,b609231807bad31fa3e290bb7ac8f73ea27a215919fd01035dc0dab1de86d680,25.0,0,0,25,8.333333333333334
CAL-190,qwen2_5_omni,video_0169,3321f7bd2560a0ca711f736016956b221d20035613871ee05eac044028453c46,50.0,75,50,75,66.66666666666667
CAL-191,qwen3_omni,video_0117,f7c7dc977a0ee72a0381af3a3f988ff6a55d1b372a6af5d8491dedac8052ad3d,41.666666666666664,25,0,25,16.666666666666668
CAL-192,vita_1_5,video_0149,01b20dcc6e4c913a3243f60d5cad4fbe51671cd8c35d737667239d20aa9249c8,25.0,25,25,0,16.666666666666668
CAL-193,baichuan_omni_1_5,video_0184,3ffe2659f893daf7731ffdb865e8dfeff440759f3611ffaccda7401def33ea7e,8.333333333333334,0,0,25,8.333333333333334
CAL-194,omnivinci,video_0168,8711c78c3a3b68ac897585be3627608e45937a8fef9881d2f30b6004bc62c64c,25.0,25,50,25,33.333333333333336
CAL-195,qwen2_5_omni,video_0119,ff45e5b5ca85f32cfae1ef08e1aecac9411a09c70fe6848b4cbeeba26d36ba24,16.666666666666668,75,50,50,58.333333333333336
CAL-196,gemini_2_5_pro,video_0168,720ad38c4880188162446e028e25790efb81e14fff35c64dd79abdec2fa2fea8,100.0,100,100,100,100.0
CAL-197,omnivinci,video_0117,8815b5c1b8d3f684893b96d90f5dac820f923ca1387b42b0a6bbbb2b2955fe07,58.333333333333336,50,75,50,58.333333333333336
CAL-198,gemini_3_flash_preview,video_0185,d799987a670713475089ff3a2631beec430786d26869c9b70e3be81c69ca066e,8.333333333333334,0,0,0,0.0
CAL-199,omnivinci,video_0087,fecfd5c72ca1b86c911f2a3e2ff34d26d97653188d6664b5cd6143ac0d7dbf42,25.0,0,25,25,16.666666666666668
CAL-200,omnivinci,video_0191,2c4cbac769c34f5ffdf5c405a2f5cc68e912274926a98d05e71fa89393090527,100.0,100,100,100,100.0
